"","question_id","series_date","total_n","Somewhat.Approve","Strongly.Approve","Somewhat.Disapprove","Strongly.Disapprove","Don.t.Know...No.Opinion"
"620483","LEG4_John_Moolenaar","2018-08-21T00:00:00.000Z",14,10,27,10,22,29
"620484","LEG4_John_Moolenaar","2018-08-22T00:00:00.000Z",12,23,0,14,22,41
"620485","LEG4_John_Moolenaar","2018-08-23T00:00:00.000Z",9,0,14,0,15,72
"620486","LEG4_John_Moolenaar","2018-08-24T00:00:00.000Z",9,14,11,17,29,29
"620487","LEG4_John_Moolenaar","2018-08-25T00:00:00.000Z",22,9,0,18,21,52
"620488","LEG4_John_Moolenaar","2018-08-26T00:00:00.000Z",14,38,0,24,0,38
"620489","LEG4_John_Moolenaar","2018-08-27T00:00:00.000Z",15,18,0,35,14,33
"620490","LEG4_John_Moolenaar","2018-08-28T00:00:00.000Z",14,12,0,13,37,37
"620491","LEG4_John_Moolenaar","2018-08-29T00:00:00.000Z",6,32,36,23,0,9
"620492","LEG4_John_Moolenaar","2018-08-30T00:00:00.000Z",14,33,0,23,21,23
"620493","LEG4_John_Moolenaar","2018-08-31T00:00:00.000Z",11,34,0,21,13,33
"620494","LEG4_John_Moolenaar","2018-09-01T00:00:00.000Z",12,12,16,11,14,46
"620495","LEG4_John_Moolenaar","2018-09-02T00:00:00.000Z",18,20,3,40,11,26
"620496","LEG4_John_Moolenaar","2018-09-03T00:00:00.000Z",21,22,4,3,25,45
"620497","LEG4_John_Moolenaar","2018-09-04T00:00:00.000Z",11,43,6,6,6,38
"620498","LEG4_John_Moolenaar","2018-09-05T00:00:00.000Z",14,22,6,13,38,21
"620499","LEG4_John_Moolenaar","2018-09-06T00:00:00.000Z",15,19,0,26,9,46
"620500","LEG4_John_Moolenaar","2018-09-07T00:00:00.000Z",17,10,7,29,11,43
"620501","LEG4_John_Moolenaar","2018-09-08T00:00:00.000Z",8,20,0,20,17,43
"620502","LEG4_John_Moolenaar","2018-09-09T00:00:00.000Z",11,21,11,31,0,38
"620503","LEG4_John_Moolenaar","2018-09-10T00:00:00.000Z",9,48,0,12,7,33
"620504","LEG4_John_Moolenaar","2018-09-11T00:00:00.000Z",19,5,5,26,17,47
"620505","LEG4_John_Moolenaar","2018-09-12T00:00:00.000Z",18,36,3,15,12,34
"620506","LEG4_John_Moolenaar","2018-09-13T00:00:00.000Z",13,11,5,35,35,14
"620507","LEG4_John_Moolenaar","2018-09-14T00:00:00.000Z",15,4,8,30,9,49
"620508","LEG4_John_Moolenaar","2018-09-15T00:00:00.000Z",13,21,13,20,11,35
"620509","LEG4_John_Moolenaar","2018-09-16T00:00:00.000Z",7,9,0,29,54,9
"620510","LEG4_John_Moolenaar","2018-09-17T00:00:00.000Z",18,13,11,27,15,35
"620511","LEG4_John_Moolenaar","2018-09-18T00:00:00.000Z",19,13,18,16,8,45
"620512","LEG4_John_Moolenaar","2018-09-19T00:00:00.000Z",12,38,5,18,6,34
"620513","LEG4_John_Moolenaar","2018-09-20T00:00:00.000Z",11,0,16,8,21,55
"620514","LEG4_John_Moolenaar","2018-09-21T00:00:00.000Z",12,25,5,12,34,24
"620515","LEG4_John_Moolenaar","2018-09-22T00:00:00.000Z",20,3,0,6,32,59
"620516","LEG4_John_Moolenaar","2018-09-23T00:00:00.000Z",17,25,4,14,4,54
"620517","LEG4_John_Moolenaar","2018-09-24T00:00:00.000Z",21,46,0,7,13,34
"620518","LEG4_John_Moolenaar","2018-09-25T00:00:00.000Z",10,6,0,26,26,42
"620519","LEG4_John_Moolenaar","2018-09-26T00:00:00.000Z",16,16,8,14,8,55
"620520","LEG4_John_Moolenaar","2018-09-27T00:00:00.000Z",13,41,0,22,6,31
"620521","LEG4_John_Moolenaar","2018-09-28T00:00:00.000Z",14,53,0,17,14,16
"620522","LEG4_John_Moolenaar","2018-09-29T00:00:00.000Z",14,30,9,8,6,48
"620523","LEG4_John_Moolenaar","2018-09-30T00:00:00.000Z",21,9,8,19,6,58
"620524","LEG4_John_Moolenaar","2018-10-01T00:00:00.000Z",14,21,0,36,4,39
"620525","LEG4_John_Moolenaar","2018-10-02T00:00:00.000Z",11,41,0,5,0,54
"620526","LEG4_John_Moolenaar","2018-10-03T00:00:00.000Z",8,7,0,15,7,72
"620527","LEG4_John_Moolenaar","2018-10-04T00:00:00.000Z",7,30,0,32,0,39
"620528","LEG4_John_Moolenaar","2018-10-05T00:00:00.000Z",14,10,0,13,9,69
"620529","LEG4_John_Moolenaar","2018-10-06T00:00:00.000Z",10,32,0,12,17,39
"620530","LEG4_John_Moolenaar","2018-10-07T00:00:00.000Z",8,30,0,31,7,32
"620531","LEG4_John_Moolenaar","2018-10-08T00:00:00.000Z",8,18,0,7,6,70
"620532","LEG4_John_Moolenaar","2018-10-09T00:00:00.000Z",16,35,0,36,0,29
"620533","LEG4_John_Moolenaar","2018-10-10T00:00:00.000Z",19,22,10,7,3,58
"620534","LEG4_John_Moolenaar","2018-10-11T00:00:00.000Z",14,39,0,20,3,38
"620535","LEG4_John_Moolenaar","2018-10-12T00:00:00.000Z",15,27,9,7,0,57
"620536","LEG4_John_Moolenaar","2018-10-13T00:00:00.000Z",14,21,0,21,0,58
"620537","LEG4_John_Moolenaar","2018-10-14T00:00:00.000Z",15,15,0,13,0,72
"620538","LEG4_John_Moolenaar","2018-10-15T00:00:00.000Z",11,36,0,40,5,19
"620539","LEG4_John_Moolenaar","2018-10-16T00:00:00.000Z",13,17,0,24,0,59
"620540","LEG4_John_Moolenaar","2018-10-17T00:00:00.000Z",20,23,0,31,21,25
"620541","LEG4_John_Moolenaar","2018-10-18T00:00:00.000Z",18,22,0,21,15,42
"620542","LEG4_John_Moolenaar","2018-10-19T00:00:00.000Z",19,24,7,13,19,37
"620543","LEG4_John_Moolenaar","2018-10-20T00:00:00.000Z",19,19,8,21,5,46
"620544","LEG4_John_Moolenaar","2018-10-21T00:00:00.000Z",23,30,5,17,17,31
"620545","LEG4_John_Moolenaar","2018-10-22T00:00:00.000Z",9,16,0,26,0,58
"620546","LEG4_John_Moolenaar","2018-10-23T00:00:00.000Z",16,25,23,7,35,10
"620547","LEG4_John_Moolenaar","2018-10-24T00:00:00.000Z",16,51,17,0,14,18
"620548","LEG4_John_Moolenaar","2018-10-25T00:00:00.000Z",13,0,21,22,39,18
"620549","LEG4_John_Moolenaar","2018-10-26T00:00:00.000Z",14,26,0,17,11,46
"620550","LEG4_John_Moolenaar","2018-10-27T00:00:00.000Z",8,22,24,32,6,16
"620551","LEG4_John_Moolenaar","2018-10-28T00:00:00.000Z",12,50,0,14,0,36
"620552","LEG4_John_Moolenaar","2018-10-29T00:00:00.000Z",23,27,0,10,25,38
"620553","LEG4_John_Moolenaar","2018-10-30T00:00:00.000Z",14,9,3,24,3,61
"620554","LEG4_John_Moolenaar","2018-10-31T00:00:00.000Z",14,27,0,34,8,31
"620555","LEG4_John_Moolenaar","2018-11-01T00:00:00.000Z",11,35,11,21,7,26
"620556","LEG4_John_Moolenaar","2018-11-02T00:00:00.000Z",9,40,0,6,9,45
"620557","LEG4_John_Moolenaar","2018-11-03T00:00:00.000Z",15,29,7,4,20,39
"620558","LEG4_John_Moolenaar","2018-11-04T00:00:00.000Z",13,39,0,21,9,31
"620559","LEG4_John_Moolenaar","2018-11-05T00:00:00.000Z",14,22,0,15,12,51
"620560","LEG4_John_Moolenaar","2018-11-06T00:00:00.000Z",5,21,0,12,17,50
"620561","LEG4_John_Moolenaar","2018-11-07T00:00:00.000Z",13,10,12,10,13,55
"620562","LEG4_John_Moolenaar","2018-11-08T00:00:00.000Z",15,37,10,10,13,30
"620563","LEG4_John_Moolenaar","2018-11-09T00:00:00.000Z",23,19,14,34,0,33
"620564","LEG4_John_Moolenaar","2018-11-10T00:00:00.000Z",12,40,8,22,0,30
"620565","LEG4_John_Moolenaar","2018-11-11T00:00:00.000Z",13,14,0,23,9,53
"620566","LEG4_John_Moolenaar","2018-11-12T00:00:00.000Z",18,28,4,16,14,37
"620567","LEG4_John_Moolenaar","2018-11-13T00:00:00.000Z",9,28,17,22,7,27
"620568","LEG4_John_Moolenaar","2018-11-14T00:00:00.000Z",19,21,3,12,7,57
"620569","LEG4_John_Moolenaar","2018-11-15T00:00:00.000Z",18,36,4,10,6,44
"620570","LEG4_John_Moolenaar","2018-11-16T00:00:00.000Z",12,23,4,24,16,32
"620571","LEG4_John_Moolenaar","2018-11-17T00:00:00.000Z",10,19,4,23,30,24
"620572","LEG4_John_Moolenaar","2018-11-18T00:00:00.000Z",21,33,0,26,3,39
"620573","LEG4_John_Moolenaar","2018-11-19T00:00:00.000Z",22,30,13,38,3,17
"620574","LEG4_John_Moolenaar","2018-11-20T00:00:00.000Z",20,28,3,8,11,50
"620575","LEG4_John_Moolenaar","2018-11-21T00:00:00.000Z",14,25,0,5,31,38
"620576","LEG4_John_Moolenaar","2018-11-22T00:00:00.000Z",13,23,0,11,4,62
"620577","LEG4_John_Moolenaar","2018-11-23T00:00:00.000Z",12,11,0,0,0,89
"620578","LEG4_John_Moolenaar","2018-11-24T00:00:00.000Z",15,7,4,35,8,47
"620579","LEG4_John_Moolenaar","2018-11-25T00:00:00.000Z",18,32,8,17,13,30
"620580","LEG4_John_Moolenaar","2018-11-26T00:00:00.000Z",17,10,7,25,3,54
"620581","LEG4_John_Moolenaar","2018-11-27T00:00:00.000Z",17,22,6,17,10,45
"620582","LEG4_John_Moolenaar","2018-11-28T00:00:00.000Z",17,38,6,13,0,43
"620583","LEG4_John_Moolenaar","2018-11-29T00:00:00.000Z",11,14,21,13,25,27
"620584","LEG4_John_Moolenaar","2018-11-30T00:00:00.000Z",14,18,0,45,0,37
"620585","LEG4_John_Moolenaar","2018-12-01T00:00:00.000Z",14,9,8,26,26,32
"620586","LEG4_John_Moolenaar","2018-12-02T00:00:00.000Z",11,49,0,29,5,17
"620587","LEG4_John_Moolenaar","2018-12-03T00:00:00.000Z",19,22,3,15,3,57
"620588","LEG4_John_Moolenaar","2018-12-04T00:00:00.000Z",12,28,0,30,16,25
"620589","LEG4_John_Moolenaar","2018-12-05T00:00:00.000Z",23,17,9,16,6,51
"620590","LEG4_John_Moolenaar","2018-12-06T00:00:00.000Z",16,12,4,38,6,40
"620591","LEG4_John_Moolenaar","2018-12-07T00:00:00.000Z",15,37,0,15,18,30
"620592","LEG4_John_Moolenaar","2018-12-08T00:00:00.000Z",19,7,0,32,10,51
"620593","LEG4_John_Moolenaar","2018-12-09T00:00:00.000Z",18,13,0,43,7,37
"620594","LEG4_John_Moolenaar","2018-12-10T00:00:00.000Z",21,6,8,18,18,51
"620595","LEG4_John_Moolenaar","2018-12-11T00:00:00.000Z",14,36,19,12,0,33
"620596","LEG4_John_Moolenaar","2018-12-12T00:00:00.000Z",20,37,6,16,17,23
"620597","LEG4_John_Moolenaar","2018-12-13T00:00:00.000Z",10,37,12,6,0,45
"620598","LEG4_John_Moolenaar","2018-12-14T00:00:00.000Z",17,40,19,0,10,31
"620599","LEG4_John_Moolenaar","2018-12-15T00:00:00.000Z",15,26,0,12,29,33
"620600","LEG4_John_Moolenaar","2018-12-16T00:00:00.000Z",25,23,23,8,22,24
"620601","LEG4_John_Moolenaar","2018-12-17T00:00:00.000Z",16,31,0,7,16,47
"620602","LEG4_John_Moolenaar","2018-12-18T00:00:00.000Z",21,19,5,14,5,56
"620603","LEG4_John_Moolenaar","2018-12-19T00:00:00.000Z",9,33,17,0,24,25
"620604","LEG4_John_Moolenaar","2018-12-20T00:00:00.000Z",11,9,0,31,7,54
"620605","LEG4_John_Moolenaar","2018-12-21T00:00:00.000Z",12,40,8,7,8,37
"620606","LEG4_John_Moolenaar","2018-12-22T00:00:00.000Z",11,47,11,15,0,27
"620607","LEG4_John_Moolenaar","2018-12-23T00:00:00.000Z",19,19,6,10,15,51
"620608","LEG4_John_Moolenaar","2018-12-24T00:00:00.000Z",13,18,13,19,4,46
"620609","LEG4_John_Moolenaar","2018-12-25T00:00:00.000Z",15,28,0,34,17,21
"620610","LEG4_John_Moolenaar","2018-12-26T00:00:00.000Z",10,45,0,16,6,33
"620611","LEG4_John_Moolenaar","2018-12-27T00:00:00.000Z",14,9,4,21,7,58
"620612","LEG4_John_Moolenaar","2018-12-28T00:00:00.000Z",17,19,6,14,13,49
"620613","LEG4_John_Moolenaar","2018-12-29T00:00:00.000Z",13,20,0,15,18,47
"620614","LEG4_John_Moolenaar","2018-12-30T00:00:00.000Z",14,34,0,24,10,33
"620615","LEG4_John_Moolenaar","2018-12-31T00:00:00.000Z",12,24,6,51,14,5
"620616","LEG4_John_Moolenaar","2019-01-01T00:00:00.000Z",19,33,6,14,10,37
"620617","LEG4_John_Moolenaar","2019-01-02T00:00:00.000Z",13,42,0,10,10,37
"620618","LEG4_John_Moolenaar","2019-01-03T00:00:00.000Z",11,16,0,36,11,37
"620619","LEG4_John_Moolenaar","2019-01-04T00:00:00.000Z",17,16,9,8,24,43
"620620","LEG4_John_Moolenaar","2019-01-05T00:00:00.000Z",18,10,0,20,20,50
"620621","LEG4_John_Moolenaar","2019-01-06T00:00:00.000Z",14,25,13,9,4,47
"620622","LEG4_John_Moolenaar","2019-01-07T00:00:00.000Z",20,28,0,6,13,53
"620623","LEG4_John_Moolenaar","2019-01-08T00:00:00.000Z",18,26,3,8,7,56
"620624","LEG4_John_Moolenaar","2019-01-09T00:00:00.000Z",19,33,3,12,3,49
"620625","LEG4_John_Moolenaar","2019-01-10T00:00:00.000Z",19,24,19,6,0,50
"620626","LEG4_John_Moolenaar","2019-01-11T00:00:00.000Z",15,33,9,6,13,39
"620627","LEG4_John_Moolenaar","2019-01-12T00:00:00.000Z",18,28,9,0,21,43
"620628","LEG4_John_Moolenaar","2019-01-13T00:00:00.000Z",15,15,7,15,16,48
"620629","LEG4_John_Moolenaar","2019-01-14T00:00:00.000Z",24,34,4,18,12,33
"620630","LEG4_John_Moolenaar","2019-01-15T00:00:00.000Z",10,42,8,12,6,31
"620631","LEG4_John_Moolenaar","2019-01-16T00:00:00.000Z",13,42,5,9,4,40
"620632","LEG4_John_Moolenaar","2019-01-17T00:00:00.000Z",15,42,6,18,20,13
"620633","LEG4_John_Moolenaar","2019-01-18T00:00:00.000Z",18,34,9,16,17,24
"620634","LEG4_John_Moolenaar","2019-01-19T00:00:00.000Z",22,22,14,15,17,32
"620635","LEG4_John_Moolenaar","2019-01-20T00:00:00.000Z",19,14,0,21,9,56
"620636","LEG4_John_Moolenaar","2019-01-21T00:00:00.000Z",8,31,0,9,15,46
"620637","LEG4_John_Moolenaar","2019-01-22T00:00:00.000Z",17,20,8,14,20,39
"620638","LEG4_John_Moolenaar","2019-01-23T00:00:00.000Z",12,13,0,15,8,64
"620639","LEG4_John_Moolenaar","2019-01-24T00:00:00.000Z",17,14,0,9,20,56
"620640","LEG4_John_Moolenaar","2019-01-25T00:00:00.000Z",16,23,9,10,7,51
"620641","LEG4_John_Moolenaar","2019-01-26T00:00:00.000Z",16,25,0,0,27,48
"620642","LEG4_John_Moolenaar","2019-01-27T00:00:00.000Z",14,21,0,32,0,47
"620643","LEG4_John_Moolenaar","2019-01-28T00:00:00.000Z",15,32,4,12,9,43
"620644","LEG4_John_Moolenaar","2019-01-29T00:00:00.000Z",27,19,5,20,7,49
"620645","LEG4_John_Moolenaar","2019-01-30T00:00:00.000Z",23,30,14,17,9,30
"620646","LEG4_John_Moolenaar","2019-01-31T00:00:00.000Z",17,31,3,9,35,22
"620647","LEG4_John_Moolenaar","2019-02-01T00:00:00.000Z",19,20,0,26,7,47
"620648","LEG4_John_Moolenaar","2019-02-02T00:00:00.000Z",17,22,19,10,15,34
"620649","LEG4_John_Moolenaar","2019-02-03T00:00:00.000Z",15,14,22,8,27,29
"620650","LEG4_John_Moolenaar","2019-02-04T00:00:00.000Z",20,36,16,9,14,25
"620651","LEG4_John_Moolenaar","2019-02-05T00:00:00.000Z",16,25,7,3,12,53
"620652","LEG4_John_Moolenaar","2019-02-06T00:00:00.000Z",14,18,4,5,4,69
"620653","LEG4_John_Moolenaar","2019-02-07T00:00:00.000Z",13,25,0,15,0,60
"620654","LEG4_John_Moolenaar","2019-02-08T00:00:00.000Z",16,15,7,35,12,30
"620655","LEG4_John_Moolenaar","2019-02-09T00:00:00.000Z",21,14,3,33,18,32
"620656","LEG4_John_Moolenaar","2019-02-10T00:00:00.000Z",24,9,0,16,5,70
"620657","LEG4_John_Moolenaar","2019-02-11T00:00:00.000Z",19,14,0,19,0,67
"620658","LEG4_John_Moolenaar","2019-02-12T00:00:00.000Z",18,4,4,36,12,45
"620659","LEG4_John_Moolenaar","2019-02-13T00:00:00.000Z",24,44,0,9,16,30
"620660","LEG4_John_Moolenaar","2019-02-14T00:00:00.000Z",18,11,4,21,14,50
"620661","LEG4_John_Moolenaar","2019-02-15T00:00:00.000Z",25,13,10,29,11,37
"620662","LEG4_John_Moolenaar","2019-02-16T00:00:00.000Z",13,29,5,7,4,55
"620663","LEG4_John_Moolenaar","2019-02-17T00:00:00.000Z",18,10,6,21,8,55
"620664","LEG4_John_Moolenaar","2019-02-18T00:00:00.000Z",22,52,5,17,0,26
"620665","LEG4_John_Moolenaar","2019-02-19T00:00:00.000Z",24,21,12,11,13,44
"620666","LEG4_John_Moolenaar","2019-02-20T00:00:00.000Z",30,25,6,9,14,45
"620667","LEG4_John_Moolenaar","2019-02-21T00:00:00.000Z",20,21,11,8,13,48
"620668","LEG4_John_Moolenaar","2019-02-22T00:00:00.000Z",17,28,4,31,6,31
"620669","LEG4_John_Moolenaar","2019-02-23T00:00:00.000Z",11,23,0,45,10,23
"620670","LEG4_John_Moolenaar","2019-02-24T00:00:00.000Z",18,33,8,10,16,33
"620671","LEG4_John_Moolenaar","2019-02-25T00:00:00.000Z",13,39,0,4,9,48
"620672","LEG4_John_Moolenaar","2019-02-26T00:00:00.000Z",22,19,0,22,4,55
"620673","LEG4_John_Moolenaar","2019-02-27T00:00:00.000Z",15,30,3,11,0,56
"620674","LEG4_John_Moolenaar","2019-02-28T00:00:00.000Z",10,16,5,38,7,33
"620675","LEG4_John_Moolenaar","2019-03-01T00:00:00.000Z",18,15,3,7,3,72
"620676","LEG4_John_Moolenaar","2019-03-02T00:00:00.000Z",11,19,13,26,7,35
"620677","LEG4_John_Moolenaar","2019-03-03T00:00:00.000Z",24,20,5,15,6,54
"620678","LEG4_John_Moolenaar","2019-03-04T00:00:00.000Z",18,3,6,10,14,67
"620679","LEG4_John_Moolenaar","2019-03-05T00:00:00.000Z",11,27,0,27,14,32
"620680","LEG4_John_Moolenaar","2019-03-06T00:00:00.000Z",21,17,6,10,14,52
"620681","LEG4_John_Moolenaar","2019-03-07T00:00:00.000Z",18,8,5,22,26,39
"620682","LEG4_John_Moolenaar","2019-03-08T00:00:00.000Z",19,27,2,11,8,52
"620683","LEG4_John_Moolenaar","2019-03-09T00:00:00.000Z",18,18,0,23,9,50
"620684","LEG4_John_Moolenaar","2019-03-10T00:00:00.000Z",13,34,10,17,0,39
"620685","LEG4_John_Moolenaar","2019-03-11T00:00:00.000Z",16,20,13,7,16,44
"620686","LEG4_John_Moolenaar","2019-03-12T00:00:00.000Z",15,34,4,15,0,47
"620687","LEG4_John_Moolenaar","2019-03-13T00:00:00.000Z",15,19,0,15,8,58
"620688","LEG4_John_Moolenaar","2019-03-14T00:00:00.000Z",26,31,2,17,18,32
"620689","LEG4_John_Moolenaar","2019-03-15T00:00:00.000Z",10,16,5,14,0,65
"620690","LEG4_John_Moolenaar","2019-03-16T00:00:00.000Z",13,5,11,7,13,64
"620691","LEG4_John_Moolenaar","2019-03-17T00:00:00.000Z",15,22,0,22,0,56
"620692","LEG4_John_Moolenaar","2019-03-18T00:00:00.000Z",26,19,0,16,9,56
"620693","LEG4_John_Moolenaar","2019-03-19T00:00:00.000Z",19,26,18,16,8,31
"620694","LEG4_John_Moolenaar","2019-03-20T00:00:00.000Z",20,22,0,23,9,46
"620695","LEG4_John_Moolenaar","2019-03-21T00:00:00.000Z",12,25,8,18,22,27
"620696","LEG4_John_Moolenaar","2019-03-22T00:00:00.000Z",12,25,12,13,12,39
"620697","LEG4_John_Moolenaar","2019-03-23T00:00:00.000Z",13,34,17,14,0,35
"620698","LEG4_John_Moolenaar","2019-03-24T00:00:00.000Z",11,9,7,17,41,27
"620699","LEG4_John_Moolenaar","2019-03-25T00:00:00.000Z",16,15,5,24,11,45
"620700","LEG4_John_Moolenaar","2019-03-26T00:00:00.000Z",23,34,0,36,6,24
"620701","LEG4_John_Moolenaar","2019-03-27T00:00:00.000Z",9,13,0,5,19,63
"620702","LEG4_John_Moolenaar","2019-03-28T00:00:00.000Z",9,19,15,12,5,48
"620703","LEG4_John_Moolenaar","2019-03-29T00:00:00.000Z",12,20,0,13,17,50
"620704","LEG4_John_Moolenaar","2019-03-30T00:00:00.000Z",16,31,4,3,22,39
"620705","LEG4_John_Moolenaar","2019-03-31T00:00:00.000Z",9,23,0,18,26,33
"620706","LEG4_John_Moolenaar","2019-04-01T00:00:00.000Z",24,27,5,14,14,40
"620707","LEG4_John_Moolenaar","2019-04-02T00:00:00.000Z",13,11,0,8,26,55
"620708","LEG4_John_Moolenaar","2019-04-03T00:00:00.000Z",8,7,0,9,24,60
"620709","LEG4_John_Moolenaar","2019-04-04T00:00:00.000Z",12,24,0,21,21,35
"620710","LEG4_John_Moolenaar","2019-04-05T00:00:00.000Z",16,23,5,13,12,46
"620711","LEG4_John_Moolenaar","2019-04-06T00:00:00.000Z",18,5,8,33,15,39
"620712","LEG4_John_Moolenaar","2019-04-07T00:00:00.000Z",21,11,12,8,21,49
"620713","LEG4_John_Moolenaar","2019-04-08T00:00:00.000Z",14,48,4,0,17,31
"620714","LEG4_John_Moolenaar","2019-04-09T00:00:00.000Z",22,11,0,39,9,41
"620715","LEG4_John_Moolenaar","2019-04-10T00:00:00.000Z",11,24,15,5,0,56
