"","question_id","series_date","total_n","Somewhat.Approve","Strongly.Approve","Somewhat.Disapprove","Strongly.Disapprove","Don.t.Know...No.Opinion"
"620949","LEG4_John_Moolenaar","2019-11-30T00:00:00.000Z",18,0,8,17,27,47
"620950","LEG4_John_Moolenaar","2019-12-01T00:00:00.000Z",23,43,6,23,6,22
"620951","LEG4_John_Moolenaar","2019-12-02T00:00:00.000Z",22,21,6,6,26,40
"620952","LEG4_John_Moolenaar","2019-12-03T00:00:00.000Z",16,35,19,12,17,17
"620953","LEG4_John_Moolenaar","2019-12-04T00:00:00.000Z",22,31,18,12,13,25
"620954","LEG4_John_Moolenaar","2019-12-05T00:00:00.000Z",16,32,20,0,15,34
"620955","LEG4_John_Moolenaar","2019-12-06T00:00:00.000Z",17,14,10,10,20,47
"620956","LEG4_John_Moolenaar","2019-12-07T00:00:00.000Z",15,6,4,21,13,56
"620957","LEG4_John_Moolenaar","2019-12-08T00:00:00.000Z",8,16,12,6,18,48
"620958","LEG4_John_Moolenaar","2019-12-09T00:00:00.000Z",25,15,8,13,10,55
"620959","LEG4_John_Moolenaar","2019-12-10T00:00:00.000Z",16,11,10,19,25,35
"620960","LEG4_John_Moolenaar","2019-12-11T00:00:00.000Z",16,14,7,6,18,55
"620961","LEG4_John_Moolenaar","2019-12-12T00:00:00.000Z",18,15,6,5,29,45
"620962","LEG4_John_Moolenaar","2019-12-13T00:00:00.000Z",16,51,0,10,18,21
"620963","LEG4_John_Moolenaar","2019-12-14T00:00:00.000Z",13,28,0,32,19,20
"620964","LEG4_John_Moolenaar","2019-12-15T00:00:00.000Z",17,15,5,10,15,55
"620965","LEG4_John_Moolenaar","2019-12-16T00:00:00.000Z",19,10,3,18,10,59
"620966","LEG4_John_Moolenaar","2019-12-17T00:00:00.000Z",11,17,0,5,10,68
"620967","LEG4_John_Moolenaar","2019-12-18T00:00:00.000Z",12,20,4,29,21,27
"620968","LEG4_John_Moolenaar","2019-12-19T00:00:00.000Z",11,25,4,21,15,35
"620969","LEG4_John_Moolenaar","2019-12-20T00:00:00.000Z",17,24,7,7,42,20
"620970","LEG4_John_Moolenaar","2019-12-21T00:00:00.000Z",21,12,10,19,29,30
"620971","LEG4_John_Moolenaar","2019-12-22T00:00:00.000Z",19,6,8,17,45,23
"620972","LEG4_John_Moolenaar","2019-12-23T00:00:00.000Z",14,24,4,4,24,43
"620973","LEG4_John_Moolenaar","2019-12-24T00:00:00.000Z",22,29,5,3,33,30
"620974","LEG4_John_Moolenaar","2019-12-25T00:00:00.000Z",16,9,10,15,4,62
"620975","LEG4_John_Moolenaar","2019-12-26T00:00:00.000Z",23,6,12,9,15,57
"620976","LEG4_John_Moolenaar","2019-12-27T00:00:00.000Z",18,21,4,20,5,50
"620977","LEG4_John_Moolenaar","2019-12-28T00:00:00.000Z",21,17,9,10,17,46
"620978","LEG4_John_Moolenaar","2019-12-29T00:00:00.000Z",17,15,5,13,19,49
"620979","LEG4_John_Moolenaar","2019-12-30T00:00:00.000Z",23,27,4,21,25,24
"620980","LEG4_John_Moolenaar","2019-12-31T00:00:00.000Z",23,24,7,19,14,35
"620981","LEG4_John_Moolenaar","2020-01-01T00:00:00.000Z",18,11,3,19,14,53
"620982","LEG4_John_Moolenaar","2020-01-02T00:00:00.000Z",21,24,6,6,13,51
"620983","LEG4_John_Moolenaar","2020-01-03T00:00:00.000Z",15,40,8,10,17,25
"620984","LEG4_John_Moolenaar","2020-01-04T00:00:00.000Z",17,11,13,4,28,44
"620985","LEG4_John_Moolenaar","2020-01-05T00:00:00.000Z",27,11,3,23,32,31
"620986","LEG4_John_Moolenaar","2020-01-06T00:00:00.000Z",12,7,17,30,16,30
"620987","LEG4_John_Moolenaar","2020-01-07T00:00:00.000Z",15,26,0,16,28,31
"620988","LEG4_John_Moolenaar","2020-01-08T00:00:00.000Z",16,16,13,30,14,28
"620989","LEG4_John_Moolenaar","2020-01-09T00:00:00.000Z",23,35,0,16,14,36
"620990","LEG4_John_Moolenaar","2020-01-10T00:00:00.000Z",19,12,3,27,4,55
"620991","LEG4_John_Moolenaar","2020-01-11T00:00:00.000Z",12,14,0,12,29,44
"620992","LEG4_John_Moolenaar","2020-01-12T00:00:00.000Z",24,19,12,14,10,45
"620993","LEG4_John_Moolenaar","2020-01-13T00:00:00.000Z",18,14,14,26,13,34
"620994","LEG4_John_Moolenaar","2020-01-14T00:00:00.000Z",25,2,5,29,22,42
"620995","LEG4_John_Moolenaar","2020-01-15T00:00:00.000Z",14,15,7,9,25,44
"620996","LEG4_John_Moolenaar","2020-01-16T00:00:00.000Z",16,7,3,4,30,56
"620997","LEG4_John_Moolenaar","2020-01-17T00:00:00.000Z",28,21,9,18,11,42
"620998","LEG4_John_Moolenaar","2020-01-18T00:00:00.000Z",18,10,24,11,10,46
"620999","LEG4_John_Moolenaar","2020-01-19T00:00:00.000Z",27,22,3,26,8,42
"621000","LEG4_John_Moolenaar","2020-01-20T00:00:00.000Z",19,32,9,11,12,36
"621001","LEG4_John_Moolenaar","2020-01-21T00:00:00.000Z",14,13,0,25,38,24
"621002","LEG4_John_Moolenaar","2020-01-22T00:00:00.000Z",13,20,25,16,0,40
"621003","LEG4_John_Moolenaar","2020-01-23T00:00:00.000Z",22,11,0,18,28,42
"621004","LEG4_John_Moolenaar","2020-01-24T00:00:00.000Z",20,31,2,7,28,32
"621005","LEG4_John_Moolenaar","2020-01-25T00:00:00.000Z",15,36,0,9,7,48
"621006","LEG4_John_Moolenaar","2020-01-26T00:00:00.000Z",21,23,0,30,22,24
"621007","LEG4_John_Moolenaar","2020-01-27T00:00:00.000Z",17,14,11,24,18,32
"621008","LEG4_John_Moolenaar","2020-01-28T00:00:00.000Z",18,19,9,17,34,21
"621009","LEG4_John_Moolenaar","2020-01-29T00:00:00.000Z",16,21,3,17,9,49
"621010","LEG4_John_Moolenaar","2020-01-30T00:00:00.000Z",16,22,7,27,18,26
"621011","LEG4_John_Moolenaar","2020-01-31T00:00:00.000Z",26,21,3,8,11,57
"621012","LEG4_John_Moolenaar","2020-02-01T00:00:00.000Z",19,29,0,10,6,56
"621013","LEG4_John_Moolenaar","2020-02-02T00:00:00.000Z",22,18,3,22,11,46
"621014","LEG4_John_Moolenaar","2020-02-03T00:00:00.000Z",25,7,0,37,23,32
"621015","LEG4_John_Moolenaar","2020-02-04T00:00:00.000Z",28,16,17,22,21,23
"621016","LEG4_John_Moolenaar","2020-02-05T00:00:00.000Z",12,8,16,23,36,18
"621017","LEG4_John_Moolenaar","2020-02-06T00:00:00.000Z",15,32,0,9,28,30
"621018","LEG4_John_Moolenaar","2020-02-07T00:00:00.000Z",16,16,17,23,16,28
"621019","LEG4_John_Moolenaar","2020-02-08T00:00:00.000Z",24,38,0,19,17,26
"621020","LEG4_John_Moolenaar","2020-02-09T00:00:00.000Z",20,27,6,16,29,22
"621021","LEG4_John_Moolenaar","2020-02-10T00:00:00.000Z",22,23,4,20,9,45
"621022","LEG4_John_Moolenaar","2020-02-11T00:00:00.000Z",26,14,2,16,27,41
"621023","LEG4_John_Moolenaar","2020-02-12T00:00:00.000Z",9,35,0,7,35,23
"621024","LEG4_John_Moolenaar","2020-02-13T00:00:00.000Z",12,31,7,15,0,47
"621025","LEG4_John_Moolenaar","2020-02-14T00:00:00.000Z",27,23,4,16,19,37
"621026","LEG4_John_Moolenaar","2020-02-15T00:00:00.000Z",20,22,6,12,18,41
"621027","LEG4_John_Moolenaar","2020-02-16T00:00:00.000Z",15,10,12,18,15,45
"621028","LEG4_John_Moolenaar","2020-02-17T00:00:00.000Z",20,28,11,19,4,38
"621029","LEG4_John_Moolenaar","2020-02-18T00:00:00.000Z",16,22,13,17,4,44
"621030","LEG4_John_Moolenaar","2020-02-19T00:00:00.000Z",18,9,12,28,12,39
"621031","LEG4_John_Moolenaar","2020-02-20T00:00:00.000Z",23,20,2,0,31,46
"621032","LEG4_John_Moolenaar","2020-02-21T00:00:00.000Z",15,11,14,20,19,36
"621033","LEG4_John_Moolenaar","2020-02-22T00:00:00.000Z",21,17,12,3,29,39
"621034","LEG4_John_Moolenaar","2020-02-23T00:00:00.000Z",27,27,2,20,23,27
"621035","LEG4_John_Moolenaar","2020-02-24T00:00:00.000Z",28,27,0,23,8,42
"621036","LEG4_John_Moolenaar","2020-02-25T00:00:00.000Z",12,11,16,40,21,12
"621037","LEG4_John_Moolenaar","2020-02-26T00:00:00.000Z",17,31,0,7,19,43
"621038","LEG4_John_Moolenaar","2020-02-27T00:00:00.000Z",24,12,4,11,25,48
"621039","LEG4_John_Moolenaar","2020-02-28T00:00:00.000Z",22,25,0,27,24,24
"621040","LEG4_John_Moolenaar","2020-02-29T00:00:00.000Z",14,39,11,9,0,41
"621041","LEG4_John_Moolenaar","2020-03-01T00:00:00.000Z",18,26,0,27,11,35
"621042","LEG4_John_Moolenaar","2020-03-02T00:00:00.000Z",25,11,7,29,24,28
"621043","LEG4_John_Moolenaar","2020-03-03T00:00:00.000Z",19,21,0,15,7,58
"621044","LEG4_John_Moolenaar","2020-03-04T00:00:00.000Z",23,18,2,17,2,60
"621045","LEG4_John_Moolenaar","2020-03-05T00:00:00.000Z",17,27,9,18,8,38
"621046","LEG4_John_Moolenaar","2020-03-06T00:00:00.000Z",20,17,6,3,32,42
"621047","LEG4_John_Moolenaar","2020-03-07T00:00:00.000Z",15,4,5,20,15,56
"621048","LEG4_John_Moolenaar","2020-03-08T00:00:00.000Z",19,29,0,21,28,22
"621049","LEG4_John_Moolenaar","2020-03-09T00:00:00.000Z",14,11,5,21,45,18
"621050","LEG4_John_Moolenaar","2020-03-10T00:00:00.000Z",23,25,15,24,9,26
"621051","LEG4_John_Moolenaar","2020-03-11T00:00:00.000Z",17,9,14,19,30,28
"621052","LEG4_John_Moolenaar","2020-03-12T00:00:00.000Z",9,26,0,41,10,23
"621053","LEG4_John_Moolenaar","2020-03-13T00:00:00.000Z",12,28,0,16,26,30
"621054","LEG4_John_Moolenaar","2020-03-14T00:00:00.000Z",15,16,0,22,15,48
"621055","LEG4_John_Moolenaar","2020-03-15T00:00:00.000Z",21,31,0,21,13,35
"621056","LEG4_John_Moolenaar","2020-03-16T00:00:00.000Z",15,17,8,11,46,18
"621057","LEG4_John_Moolenaar","2020-03-17T00:00:00.000Z",24,26,3,27,11,33
"621058","LEG4_John_Moolenaar","2020-03-18T00:00:00.000Z",14,30,0,24,7,39
"621059","LEG4_John_Moolenaar","2020-03-19T00:00:00.000Z",21,14,4,32,7,43
"621060","LEG4_John_Moolenaar","2020-03-20T00:00:00.000Z",18,23,0,24,28,26
"621061","LEG4_John_Moolenaar","2020-03-21T00:00:00.000Z",17,37,3,18,12,29
"621062","LEG4_John_Moolenaar","2020-03-22T00:00:00.000Z",16,41,13,22,0,24
"621063","LEG4_John_Moolenaar","2020-03-23T00:00:00.000Z",16,17,8,9,24,42
"621064","LEG4_John_Moolenaar","2020-03-24T00:00:00.000Z",4,20,0,23,0,57
"621065","LEG4_John_Moolenaar","2020-03-25T00:00:00.000Z",22,21,5,26,16,31
"621066","LEG4_John_Moolenaar","2020-03-26T00:00:00.000Z",14,18,6,13,26,37
"621067","LEG4_John_Moolenaar","2020-03-27T00:00:00.000Z",24,27,14,0,9,50
"621068","LEG4_John_Moolenaar","2020-03-28T00:00:00.000Z",17,10,0,14,30,47
"621069","LEG4_John_Moolenaar","2020-03-29T00:00:00.000Z",16,16,0,12,24,48
"621070","LEG4_John_Moolenaar","2020-03-30T00:00:00.000Z",15,41,16,11,9,23
"621071","LEG4_John_Moolenaar","2020-03-31T00:00:00.000Z",17,17,19,10,30,25
"621072","LEG4_John_Moolenaar","2020-04-01T00:00:00.000Z",18,38,7,9,16,30
"621073","LEG4_John_Moolenaar","2020-04-02T00:00:00.000Z",16,43,0,10,4,43
"621074","LEG4_John_Moolenaar","2020-04-03T00:00:00.000Z",9,22,0,18,35,25
"621075","LEG4_John_Moolenaar","2020-04-04T00:00:00.000Z",9,38,0,9,16,37
"621076","LEG4_John_Moolenaar","2020-04-05T00:00:00.000Z",23,36,10,17,15,22
"621077","LEG4_John_Moolenaar","2020-04-06T00:00:00.000Z",15,26,5,8,25,36
"621078","LEG4_John_Moolenaar","2020-04-07T00:00:00.000Z",9,18,0,21,23,38
"621079","LEG4_John_Moolenaar","2020-04-08T00:00:00.000Z",10,14,0,7,45,35
"621080","LEG4_John_Moolenaar","2020-04-09T00:00:00.000Z",16,18,0,25,16,42
"621081","LEG4_John_Moolenaar","2020-04-10T00:00:00.000Z",19,22,11,27,12,28
"621082","LEG4_John_Moolenaar","2020-04-11T00:00:00.000Z",14,22,11,13,17,36
"621083","LEG4_John_Moolenaar","2020-04-12T00:00:00.000Z",8,24,20,17,0,39
"621084","LEG4_John_Moolenaar","2020-04-13T00:00:00.000Z",14,25,7,0,23,46
"621085","LEG4_John_Moolenaar","2020-04-14T00:00:00.000Z",12,21,0,32,0,48
"621086","LEG4_John_Moolenaar","2020-04-15T00:00:00.000Z",16,39,0,9,10,41
"621087","LEG4_John_Moolenaar","2020-04-16T00:00:00.000Z",9,40,8,0,8,44
"621088","LEG4_John_Moolenaar","2020-04-17T00:00:00.000Z",10,0,8,0,19,73
"621089","LEG4_John_Moolenaar","2020-04-18T00:00:00.000Z",14,29,30,0,12,29
"621090","LEG4_John_Moolenaar","2020-04-19T00:00:00.000Z",15,25,6,27,25,18
"621091","LEG4_John_Moolenaar","2020-04-20T00:00:00.000Z",16,28,12,28,18,15
"621092","LEG4_John_Moolenaar","2020-04-21T00:00:00.000Z",10,16,0,8,23,54
"621093","LEG4_John_Moolenaar","2020-04-22T00:00:00.000Z",12,38,6,18,16,22
"621094","LEG4_John_Moolenaar","2020-04-23T00:00:00.000Z",15,23,7,26,15,30
"621095","LEG4_John_Moolenaar","2020-04-24T00:00:00.000Z",9,23,0,36,0,41
"621096","LEG4_John_Moolenaar","2020-04-25T00:00:00.000Z",17,25,7,21,7,41
"621097","LEG4_John_Moolenaar","2020-04-26T00:00:00.000Z",12,21,25,0,23,31
"621098","LEG4_John_Moolenaar","2020-04-27T00:00:00.000Z",16,14,0,19,46,22
"621099","LEG4_John_Moolenaar","2020-04-28T00:00:00.000Z",10,41,0,0,0,59
"621100","LEG4_John_Moolenaar","2020-04-29T00:00:00.000Z",14,5,7,17,13,58
"621101","LEG4_John_Moolenaar","2020-04-30T00:00:00.000Z",11,29,5,12,22,33
"621102","LEG4_John_Moolenaar","2020-05-01T00:00:00.000Z",11,33,11,7,0,48
"621103","LEG4_John_Moolenaar","2020-05-02T00:00:00.000Z",9,17,12,10,38,24
"621104","LEG4_John_Moolenaar","2020-05-03T00:00:00.000Z",7,48,39,0,0,12
"621105","LEG4_John_Moolenaar","2020-05-04T00:00:00.000Z",8,0,0,21,12,67
"621106","LEG4_John_Moolenaar","2020-05-05T00:00:00.000Z",16,7,12,0,13,67
"621107","LEG4_John_Moolenaar","2020-05-06T00:00:00.000Z",11,25,14,25,6,30
"621108","LEG4_John_Moolenaar","2020-05-07T00:00:00.000Z",7,39,28,10,0,23
"621109","LEG4_John_Moolenaar","2020-05-08T00:00:00.000Z",13,17,17,8,6,51
"621110","LEG4_John_Moolenaar","2020-05-09T00:00:00.000Z",16,9,4,23,6,58
"621111","LEG4_John_Moolenaar","2020-05-10T00:00:00.000Z",4,35,23,0,0,42
"621112","LEG4_John_Moolenaar","2020-05-11T00:00:00.000Z",12,39,6,6,0,50
"621113","LEG4_John_Moolenaar","2020-05-12T00:00:00.000Z",12,62,5,4,0,30
"621114","LEG4_John_Moolenaar","2020-05-13T00:00:00.000Z",17,11,10,16,9,54
"621115","LEG4_John_Moolenaar","2020-05-14T00:00:00.000Z",8,19,18,31,0,32
"621116","LEG4_John_Moolenaar","2020-05-15T00:00:00.000Z",11,0,10,42,0,48
"621117","LEG4_John_Moolenaar","2020-05-16T00:00:00.000Z",6,17,12,26,12,33
"621118","LEG4_John_Moolenaar","2020-05-17T00:00:00.000Z",15,31,17,4,13,35
"621119","LEG4_John_Moolenaar","2020-05-18T00:00:00.000Z",12,15,12,31,20,22
"621120","LEG4_John_Moolenaar","2020-05-19T00:00:00.000Z",8,38,6,27,0,30
"621121","LEG4_John_Moolenaar","2020-05-20T00:00:00.000Z",10,15,14,11,38,23
"621122","LEG4_John_Moolenaar","2020-05-21T00:00:00.000Z",10,30,0,20,9,41
"621123","LEG4_John_Moolenaar","2020-05-22T00:00:00.000Z",16,22,17,5,9,47
"621124","LEG4_John_Moolenaar","2020-05-23T00:00:00.000Z",6,10,0,18,22,50
"621125","LEG4_John_Moolenaar","2020-05-24T00:00:00.000Z",14,19,26,23,11,21
"621126","LEG4_John_Moolenaar","2020-05-25T00:00:00.000Z",7,11,14,0,0,75
"621127","LEG4_John_Moolenaar","2020-05-26T00:00:00.000Z",17,7,0,29,6,58
"621128","LEG4_John_Moolenaar","2020-05-27T00:00:00.000Z",8,43,0,18,0,40
"621129","LEG4_John_Moolenaar","2020-05-28T00:00:00.000Z",6,21,0,30,0,49
"621130","LEG4_John_Moolenaar","2020-05-29T00:00:00.000Z",14,19,6,28,14,33
"621131","LEG4_John_Moolenaar","2020-05-30T00:00:00.000Z",8,15,23,16,0,46
"621132","LEG4_John_Moolenaar","2020-05-31T00:00:00.000Z",15,28,0,15,0,57
"621133","LEG4_John_Moolenaar","2020-06-01T00:00:00.000Z",10,0,19,0,0,81
"621134","LEG4_John_Moolenaar","2020-06-02T00:00:00.000Z",11,18,20,12,14,36
"621135","LEG4_John_Moolenaar","2020-06-03T00:00:00.000Z",5,0,48,0,0,52
"621136","LEG4_John_Moolenaar","2020-06-04T00:00:00.000Z",9,14,0,23,37,27
"621137","LEG4_John_Moolenaar","2020-06-05T00:00:00.000Z",8,57,0,0,35,8
"621138","LEG4_John_Moolenaar","2020-06-06T00:00:00.000Z",11,6,7,6,0,81
"621139","LEG4_John_Moolenaar","2020-06-07T00:00:00.000Z",11,33,30,21,0,16
"621140","LEG4_John_Moolenaar","2020-06-08T00:00:00.000Z",16,23,12,12,12,41
"621141","LEG4_John_Moolenaar","2020-06-09T00:00:00.000Z",17,30,17,14,31,8
"621142","LEG4_John_Moolenaar","2020-06-10T00:00:00.000Z",10,7,0,0,17,76
"621143","LEG4_John_Moolenaar","2020-06-11T00:00:00.000Z",7,14,0,0,0,86
"621144","LEG4_John_Moolenaar","2020-06-12T00:00:00.000Z",21,5,13,17,4,62
"621145","LEG4_John_Moolenaar","2020-06-13T00:00:00.000Z",16,11,15,25,7,42
"621146","LEG4_John_Moolenaar","2020-06-14T00:00:00.000Z",18,6,19,13,6,56
"621147","LEG4_John_Moolenaar","2020-06-15T00:00:00.000Z",8,17,10,0,20,53
"621148","LEG4_John_Moolenaar","2020-06-16T00:00:00.000Z",6,26,24,13,0,36
"621149","LEG4_John_Moolenaar","2020-06-17T00:00:00.000Z",5,31,0,0,0,69
"621150","LEG4_John_Moolenaar","2020-06-18T00:00:00.000Z",11,40,6,0,30,24
"621151","LEG4_John_Moolenaar","2020-06-19T00:00:00.000Z",14,26,0,6,24,43
"621152","LEG4_John_Moolenaar","2020-06-20T00:00:00.000Z",12,4,10,6,8,72
"621153","LEG4_John_Moolenaar","2020-06-21T00:00:00.000Z",6,46,0,29,0,25
"621154","LEG4_John_Moolenaar","2020-06-22T00:00:00.000Z",16,14,14,30,16,27
"621155","LEG4_John_Moolenaar","2020-06-23T00:00:00.000Z",15,14,37,10,0,39
"621156","LEG4_John_Moolenaar","2020-06-24T00:00:00.000Z",11,30,29,0,15,26
"621157","LEG4_John_Moolenaar","2020-06-25T00:00:00.000Z",2,100,0,0,0,0
"621158","LEG4_John_Moolenaar","2020-06-26T00:00:00.000Z",8,17,0,16,0,68
"621159","LEG4_John_Moolenaar","2020-06-27T00:00:00.000Z",7,0,11,0,7,82
"621160","LEG4_John_Moolenaar","2020-06-28T00:00:00.000Z",14,31,19,9,12,29
"621161","LEG4_John_Moolenaar","2020-06-29T00:00:00.000Z",21,41,3,0,25,31
"621162","LEG4_John_Moolenaar","2020-06-30T00:00:00.000Z",16,31,11,4,21,32
"621163","LEG4_John_Moolenaar","2020-07-01T00:00:00.000Z",7,16,20,9,34,21
"621164","LEG4_John_Moolenaar","2020-07-02T00:00:00.000Z",11,24,16,26,0,35
"621165","LEG4_John_Moolenaar","2020-07-03T00:00:00.000Z",13,24,5,11,43,18
"621166","LEG4_John_Moolenaar","2020-07-04T00:00:00.000Z",10,14,7,7,8,64
"621167","LEG4_John_Moolenaar","2020-07-05T00:00:00.000Z",11,15,9,15,6,54
"621168","LEG4_John_Moolenaar","2020-07-06T00:00:00.000Z",10,48,7,12,6,28
"621169","LEG4_John_Moolenaar","2020-07-07T00:00:00.000Z",12,40,6,8,8,38
"621170","LEG4_John_Moolenaar","2020-07-08T00:00:00.000Z",9,24,9,5,0,62
"621171","LEG4_John_Moolenaar","2020-07-09T00:00:00.000Z",12,6,6,0,15,72
"621172","LEG4_John_Moolenaar","2020-07-10T00:00:00.000Z",9,5,36,10,0,48
"621173","LEG4_John_Moolenaar","2020-07-11T00:00:00.000Z",4,13,0,38,0,49
"621174","LEG4_John_Moolenaar","2020-07-12T00:00:00.000Z",7,39,14,0,0,47
"621175","LEG4_John_Moolenaar","2020-07-13T00:00:00.000Z",10,17,9,45,29,0
"621176","LEG4_John_Moolenaar","2020-07-14T00:00:00.000Z",10,38,31,0,0,31
"621177","LEG4_John_Moolenaar","2020-07-15T00:00:00.000Z",14,33,17,0,18,32
"621178","LEG4_John_Moolenaar","2020-07-16T00:00:00.000Z",12,11,13,11,10,55
"621179","LEG4_John_Moolenaar","2020-07-17T00:00:00.000Z",12,7,0,11,37,45
"621180","LEG4_John_Moolenaar","2020-07-18T00:00:00.000Z",16,3,22,15,48,12
"621181","LEG4_John_Moolenaar","2020-07-19T00:00:00.000Z",6,11,0,0,16,74
"621182","LEG4_John_Moolenaar","2020-07-20T00:00:00.000Z",15,8,22,22,5,44
